Locality_Number,Outbreak_Years,Latitude,Longitude,Zone,Locality_Name,Recurrence_Level,Fjord_Position,Is_Persistent,Distance_to_Port_km,Nearest_Port,Port_Size,Port_Traffic,Distance_to_Lane_km,Nearest_Lane,Lane_Traffic,Vessel_Score,Port_Distance_Category,Lane_Distance_Category,Vessel_Traffic_Level
32977,7,61.152668,6.1167,Zone 2: Western (60-63°N),Måren,Recurrent (6-8 years),Mid-Fjord,False,77.8,Florø,medium,45,38.5,Bergen-Ålesund,90,1.9,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
32997,1,68.28668,15.122683,Zone 4: Northern (66-69°N),Raven,Sporadic (0-2 years),Inner Fjord,False,23.7,Svolvær,medium,45,67.4,Bodø-Tromsø,75,2.8,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
33017,3,62.73835,6.937667,Zone 2: Western (60-63°N),Setevika Nord,Occasional (3-5 years),Mid-Fjord,False,14.1,Molde,medium,55,73.3,Ålesund-Trondheim,85,4.0,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
33077,6,61.206,5.131733,Zone 2: Western (60-63°N),Elveneset,Recurrent (6-8 years),Mid-Fjord,False,44.5,Florø,medium,45,42.8,Bergen-Ålesund,90,2.2,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
33097,7,70.04375,20.94965,Zone 5: Arctic (69-71°N),Skjervøy V,Recurrent (6-8 years),Mid-Fjord,False,89.9,Tromsø,major,85,19.3,Tromsø-Hammerfest,60,3.0,Moderate (50-100km),Near Lane (10-30km),Low Vessel Traffic
33117,5,68.60053,15.344867,Zone 4: Northern (66-69°N),Djupvik,Occasional (3-5 years),Inner Fjord,False,11.3,Sortland,small,25,57.9,Bodø-Tromsø,75,4.9,Very Close to Port (<20km),Moderate (30-60km),Low Vessel Traffic
33157,4,65.83141,12.070533,Zone 3: Mid (63-66°N),Skogsholmen,Occasional (3-5 years),Mid-Fjord,False,30.6,Sandnessjøen,small,25,55.8,Trondheim-Bodø,80,2.5,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
33177,5,63.9399,9.88575,Zone 3: Mid (63-66°N),Krabbholmen II,Occasional (3-5 years),Mid-Fjord,False,65.3,Trondheim,major,95,135.8,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
33197,2,70.44928,23.63865,Zone 5: Arctic (69-71°N),Jernelva,Sporadic (0-2 years),Mid-Fjord,False,28.1,Hammerfest,medium,45,92.4,Tromsø-Hammerfest,60,2.3,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
33218,5,64.08518,9.884683,Zone 3: Mid (63-66°N),Hosenøyan,Occasional (3-5 years),Mid-Fjord,False,79.5,Steinkjer,small,30,149.1,Ålesund-Trondheim,85,1.0,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
33297,6,66.03093,12.481483,Zone 4: Northern (66-69°N),Nye Skorpa,Recurrent (6-8 years),Inner Fjord,False,6.4,Sandnessjøen,small,25,76.0,Trondheim-Bodø,80,7.4,Very Close to Port (<20km),Far from Lane (>60km),Medium Vessel Traffic
33337,3,60.1197,5.720917,Zone 2: Western (60-63°N),Lyngnes,Occasional (3-5 years),Mid-Fjord,False,39.0,Bergen,major,100,53.8,Stavanger-Bergen,100,2.2,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
33357,0,63.479218,7.999867,Zone 3: Mid (63-66°N),Gullklakken,Sporadic (0-2 years),Mid-Fjord,False,44.9,Kristiansund,medium,60,60.9,Ålesund-Trondheim,85,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
33417,5,63.91345,9.826433,Zone 3: Mid (63-66°N),Persflua,Occasional (3-5 years),Mid-Fjord,False,63.9,Trondheim,major,95,131.7,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
33457,2,67.754684,15.704383,Zone 4: Northern (66-69°N),Ånderbakk,Sporadic (0-2 years),Inner Fjord,False,67.9,Svolvær,medium,45,87.9,Bodø-Tromsø,75,1.3,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
33477,3,68.772835,15.446583,Zone 4: Northern (66-69°N),Reinsnesøya,Occasional (3-5 years),Inner Fjord,False,8.3,Sortland,small,25,62.5,Bodø-Tromsø,75,6.2,Very Close to Port (<20km),Far from Lane (>60km),Medium Vessel Traffic
33517,2,70.8172,24.590567,Zone 5: Arctic (69-71°N),Petternes,Sporadic (0-2 years),Mid-Fjord,False,35.3,Hammerfest,medium,45,108.7,Hammerfest-Kirkenes,50,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
33537,4,64.1569,10.008917,Zone 3: Mid (63-66°N),Buholmen,Occasional (3-5 years),Mid-Fjord,False,74.8,Steinkjer,small,30,159.1,Ålesund-Trondheim,85,1.0,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
33557,3,63.82245,8.74075,Zone 3: Mid (63-66°N),Langskjæra II,Occasional (3-5 years),Mid-Fjord,False,94.8,Trondheim,major,95,99.7,Ålesund-Trondheim,85,1.0,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
33577,0,58.06008,6.885683,Zone 1: Southern (58-60°N),Kjeholmen II,Sporadic (0-2 years),Mid-Fjord,False,65.9,Kristiansand,major,90,49.0,Kristiansand-Stavanger,95,1.7,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
33597,0,61.29278,5.014117,Zone 2: Western (60-63°N),Grytøyraholmen,Sporadic (0-2 years),Mid-Fjord,False,34.2,Florø,medium,45,43.1,Bergen-Ålesund,90,2.6,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
33617,4,63.299618,8.4183,Zone 3: Mid (63-66°N),Gjerde,Occasional (3-5 years),Mid-Fjord,False,42.4,Kristiansund,medium,60,39.4,Ålesund-Trondheim,85,2.4,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
33657,5,66.53287,12.888433,Zone 4: Northern (66-69°N),Movikodden N,Occasional (3-5 years),Inner Fjord,False,60.0,Mo i Rana,small,30,133.8,Trondheim-Bodø,80,1.2,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
33677,4,61.145,5.656183,Zone 2: Western (60-63°N),Torvund,Occasional (3-5 years),Mid-Fjord,False,61.7,Florø,medium,45,34.4,Bergen-Ålesund,90,2.2,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
33697,6,63.350433,9.23325,Zone 3: Mid (63-66°N),Forrahammaren,Recurrent (6-8 years),Mid-Fjord,False,58.6,Trondheim,major,95,64.8,Ålesund-Trondheim,85,1.6,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
33737,4,63.7917,8.504717,Zone 3: Mid (63-66°N),Olausskjæret,Occasional (3-5 years),Mid-Fjord,False,86.9,Kristiansund,medium,60,94.4,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
33757,0,63.942,9.133483,Zone 3: Mid (63-66°N),Håbranden,Sporadic (0-2 years),Mid-Fjord,False,87.1,Trondheim,major,95,118.1,Ålesund-Trondheim,85,1.0,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
33777,0,70.02435,29.292183,Zone 5: Arctic (69-71°N),Lausklubben,Sporadic (0-2 years),Mid-Fjord,False,45.3,Kirkenes,medium,40,94.8,Hammerfest-Kirkenes,50,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
33797,5,59.067284,5.839383,Zone 1: Southern (58-60°N),Hidlekjerringa,Occasional (3-5 years),Mid-Fjord,False,20.3,Stavanger,major,95,67.7,Stavanger-Bergen,100,3.1,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
33837,0,65.06498,12.088917,Zone 3: Mid (63-66°N),Møllebogen,Sporadic (0-2 years),Mid-Fjord,False,48.8,Brønnøysund,small,30,35.0,Trondheim-Bodø,80,2.4,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
33937,3,63.338917,8.2718,Zone 3: Mid (63-66°N),Nørholmen,Occasional (3-5 years),Mid-Fjord,False,39.2,Kristiansund,medium,60,43.4,Ålesund-Trondheim,85,2.4,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
33957,4,63.722168,8.913317,Zone 3: Mid (63-66°N),Hofsøya,Occasional (3-5 years),Mid-Fjord,False,82.1,Trondheim,major,95,91.4,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
33997,3,70.65926,22.640932,Zone 5: Arctic (69-71°N),Næringsbukta,Occasional (3-5 years),Mid-Fjord,False,39.4,Hammerfest,medium,45,74.6,Tromsø-Hammerfest,60,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
33998,4,70.66345,22.621733,Zone 5: Arctic (69-71°N),Klubben,Occasional (3-5 years),Mid-Fjord,False,40.0,Hammerfest,medium,45,74.5,Tromsø-Hammerfest,60,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
34017,5,63.6686,8.844717,Zone 3: Mid (63-66°N),Hilbåan,Occasional (3-5 years),Mid-Fjord,False,83.0,Trondheim,major,95,84.6,Ålesund-Trondheim,85,1.2,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
34018,0,65.02533,11.676017,Zone 3: Mid (63-66°N),Dolma N,Sporadic (0-2 years),Mid-Fjord,False,58.3,Brønnøysund,small,30,49.6,Trondheim-Bodø,80,1.8,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
34037,11,67.73985,14.896817,Zone 4: Northern (66-69°N),Kråkåsen,Persistent (9-10 years),Inner Fjord,True,52.8,Svolvær,medium,45,109.1,Bodø-Tromsø,75,1.4,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
34057,3,69.12883,17.79755,Zone 5: Arctic (69-71°N),Mohamn,Occasional (3-5 years),Inner Fjord,False,63.6,Harstad,medium,50,87.7,Bodø-Tromsø,75,1.3,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
34117,3,60.17177,5.563633,Zone 2: Western (60-63°N),Skåtholmen,Occasional (3-5 years),Mid-Fjord,False,29.3,Bergen,major,100,58.2,Stavanger-Bergen,100,2.5,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
34137,1,69.47495,18.065416,Zone 5: Arctic (69-71°N),Skårliodden,Sporadic (0-2 years),Mid-Fjord,False,39.1,Tromsø,major,85,126.7,Bodø-Tromsø,75,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
34197,7,65.978714,12.16355,Zone 3: Mid (63-66°N),Brennholmen,Recurrent (6-8 years),Mid-Fjord,False,20.0,Sandnessjøen,small,25,70.9,Trondheim-Bodø,80,3.1,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
34257,2,65.07878,11.724033,Zone 3: Mid (63-66°N),Lekafjorden II,Sporadic (0-2 years),Mid-Fjord,False,52.0,Brønnøysund,small,30,43.8,Trondheim-Bodø,80,2.1,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
34277,5,68.65585,14.729617,Zone 4: Northern (66-69°N),Mikkelsøya,Occasional (3-5 years),Inner Fjord,False,12.6,Stokmarknes,small,30,83.6,Bodø-Tromsø,75,4.3,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
34297,3,68.40086,16.2171,Zone 4: Northern (66-69°N),Stabben,Occasional (3-5 years),Inner Fjord,False,46.0,Harstad,medium,50,20.6,Bodø-Tromsø,75,3.4,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
34337,0,67.95035,13.077717,Zone 4: Northern (66-69°N),Olstind,Sporadic (0-2 years),Inner Fjord,False,69.3,Svolvær,medium,45,160.2,Bodø-Tromsø,75,1.0,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
34357,6,68.970535,15.264783,Zone 4: Northern (66-69°N),Gisløy Nø,Recurrent (6-8 years),Inner Fjord,False,30.7,Sortland,small,25,82.2,Bodø-Tromsø,75,2.2,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
34397,5,60.861485,4.964867,Zone 2: Western (60-63°N),Hyseneset,Occasional (3-5 years),Mid-Fjord,False,54.6,Bergen,major,100,78.0,Bergen-Ålesund,90,1.5,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
34457,4,70.01058,19.666616,Zone 5: Arctic (69-71°N),Langås,Occasional (3-5 years),Mid-Fjord,False,52.5,Tromsø,major,85,65.9,Tromsø-Hammerfest,60,1.7,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
34477,4,64.389565,10.512533,Zone 3: Mid (63-66°N),Nausttaren,Occasional (3-5 years),Mid-Fjord,False,49.1,Namsos,small,25,139.5,Trondheim-Bodø,80,1.4,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
34537,0,60.05005,5.794033,Zone 2: Western (60-63°N),Nystølvågen II,Sporadic (0-2 years),Mid-Fjord,False,47.6,Bergen,major,100,47.5,Stavanger-Bergen,100,2.1,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
34577,2,70.56365,24.119066,Zone 5: Arctic (69-71°N),Enkeneset,Sporadic (0-2 years),Mid-Fjord,False,21.7,Hammerfest,medium,45,110.1,Hammerfest-Kirkenes,50,2.7,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
34597,1,63.76718,8.908517,Zone 3: Mid (63-66°N),Seiballskjæret,Sporadic (0-2 years),Mid-Fjord,False,84.6,Trondheim,major,95,96.0,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
34617,2,63.47635,7.951517,Zone 3: Mid (63-66°N),Gråøya,Sporadic (0-2 years),Mid-Fjord,False,43.8,Kristiansund,medium,60,61.2,Ålesund-Trondheim,85,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
34637,3,68.66638,14.914717,Zone 4: Northern (66-69°N),Langholmen N,Occasional (3-5 years),Inner Fjord,False,8.2,Stokmarknes,small,30,76.8,Bodø-Tromsø,75,6.1,Very Close to Port (<20km),Far from Lane (>60km),Medium Vessel Traffic
34657,4,60.750233,5.29845,Zone 2: Western (60-63°N),Laberget,Occasional (3-5 years),Mid-Fjord,False,39.0,Bergen,major,100,81.7,Bergen-Ålesund,90,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
34677,3,63.3095,8.115567,Zone 3: Mid (63-66°N),Hestøya,Occasional (3-5 years),Mid-Fjord,False,31.3,Kristiansund,medium,60,41.1,Ålesund-Trondheim,85,2.7,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
34697,0,70.774765,27.2185,Zone 5: Arctic (69-71°N),Øyra,Sporadic (0-2 years),Mid-Fjord,False,51.1,Honningsvåg,small,20,65.6,Hammerfest-Kirkenes,50,1.7,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
34717,0,68.13462,13.867217,Zone 4: Northern (66-69°N),Eidisholman,Sporadic (0-2 years),Inner Fjord,False,31.3,Svolvær,medium,45,122.1,Bodø-Tromsø,75,2.0,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
34737,0,59.432583,5.106567,Zone 1: Southern (58-60°N),Ulvøyo,Sporadic (0-2 years),Mid-Fjord,False,11.6,Haugesund,medium,65,32.9,Stavanger-Bergen,100,5.4,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
34797,0,64.95078,12.0567,Zone 3: Mid (63-66°N),Kalvhagan II,Sporadic (0-2 years),Mid-Fjord,False,56.8,Namsos,small,25,47.3,Trondheim-Bodø,80,1.9,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
34857,9,63.90485,8.589133,Zone 3: Mid (63-66°N),Salatskjæra,Persistent (9-10 years),Mid-Fjord,True,100.0,Kristiansund,medium,60,107.4,Ålesund-Trondheim,85,1.0,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
34897,4,64.22307,10.279933,Zone 3: Mid (63-66°N),Brandsfjorden,Occasional (3-5 years),Mid-Fjord,False,64.5,Steinkjer,small,30,161.1,Trondheim-Bodø,80,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
34917,1,65.249435,12.815283,Zone 3: Mid (63-66°N),Tosen,Sporadic (0-2 years),Mid-Fjord,False,40.0,Brønnøysund,small,30,22.4,Trondheim-Bodø,80,3.4,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
34997,2,67.4164,14.428667,Zone 4: Northern (66-69°N),Bjørnøya,Sporadic (0-2 years),Inner Fjord,False,13.0,Bodø,major,80,149.5,Bodø-Tromsø,75,3.9,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
35197,1,64.9848,11.135467,Zone 3: Mid (63-66°N),Hjortøya,Sporadic (0-2 years),Mid-Fjord,False,56.8,Namsos,small,25,71.9,Trondheim-Bodø,80,1.6,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
35237,2,69.4334,18.153482,Zone 5: Arctic (69-71°N),Durmålsvika,Sporadic (0-2 years),Mid-Fjord,False,37.9,Tromsø,major,85,124.2,Bodø-Tromsø,75,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
35297,1,58.91455,6.028583,Zone 1: Southern (58-60°N),Ådnøy Sø,Sporadic (0-2 years),Mid-Fjord,False,19.0,Stavanger,major,95,66.3,Kristiansand-Stavanger,95,3.2,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
35317,5,69.00265,17.440567,Zone 5: Arctic (69-71°N),Litjevika,Occasional (3-5 years),Inner Fjord,False,44.0,Harstad,medium,50,68.6,Bodø-Tromsø,75,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
35318,3,69.0188,17.520067,Zone 5: Arctic (69-71°N),Sortevika,Occasional (3-5 years),Inner Fjord,False,47.7,Harstad,medium,50,71.6,Bodø-Tromsø,75,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
35337,1,69.896866,18.486267,Zone 5: Arctic (69-71°N),Småvær,Sporadic (0-2 years),Mid-Fjord,False,38.6,Tromsø,major,85,112.8,Tromsø-Hammerfest,60,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
35377,2,63.82503,8.444633,Zone 3: Mid (63-66°N),Kveitskjeret,Sporadic (0-2 years),Mid-Fjord,False,88.9,Kristiansund,medium,60,97.8,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
35417,9,67.7382,14.75345,Zone 4: Northern (66-69°N),Sandøya,Persistent (9-10 years),Inner Fjord,True,51.1,Bodø,major,80,113.5,Bodø-Tromsø,75,1.4,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
35477,4,64.54919,10.7341,Zone 3: Mid (63-66°N),Makrellskjæret,Occasional (3-5 years),Mid-Fjord,False,37.2,Namsos,small,25,119.0,Trondheim-Bodø,80,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
35497,1,60.08077,5.192033,Zone 2: Western (60-63°N),Drøno,Sporadic (0-2 years),Mid-Fjord,False,36.1,Bergen,major,100,51.0,Stavanger-Bergen,100,2.3,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
35517,5,60.695,4.761117,Zone 2: Western (60-63°N),Vadholmen,Occasional (3-5 years),Mid-Fjord,False,44.2,Bergen,major,100,99.6,Bergen-Ålesund,90,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
35597,2,69.91572,20.601418,Zone 5: Arctic (69-71°N),Follesøy,Sporadic (0-2 years),Mid-Fjord,False,71.2,Tromsø,major,85,38.7,Tromsø-Hammerfest,60,2.0,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
35617,0,67.14543,14.281183,Zone 4: Northern (66-69°N),Mulnesodden,Sporadic (0-2 years),Inner Fjord,False,18.0,Bodø,major,80,177.7,Bodø-Tromsø,75,2.9,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
35657,5,63.635715,9.186467,Zone 3: Mid (63-66°N),Varden,Occasional (3-5 years),Mid-Fjord,False,65.9,Trondheim,major,95,88.4,Ålesund-Trondheim,85,1.3,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
35677,3,68.4885,15.125917,Zone 4: Northern (66-69°N),Brottøy,Occasional (3-5 years),Inner Fjord,False,13.5,Stokmarknes,small,30,64.6,Bodø-Tromsø,75,4.2,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
35697,0,63.47025,8.679067,Zone 3: Mid (63-66°N),Dyrvikholman,Sporadic (0-2 years),Mid-Fjord,False,64.2,Kristiansund,medium,60,61.0,Ålesund-Trondheim,85,1.6,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
35737,0,65.44133,12.44435,Zone 3: Mid (63-66°N),Sæterosen,Sporadic (0-2 years),Mid-Fjord,False,13.1,Brønnøysund,small,30,10.4,Trondheim-Bodø,80,7.9,Very Close to Port (<20km),Near Lane (10-30km),Medium Vessel Traffic
35777,4,66.1008,12.157333,Zone 4: Northern (66-69°N),Kvitskjæret,Occasional (3-5 years),Inner Fjord,False,23.0,Sandnessjøen,small,25,84.5,Trondheim-Bodø,80,2.7,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
35797,1,65.00819,11.746417,Zone 3: Mid (63-66°N),Årsetfjorden,Sporadic (0-2 years),Mid-Fjord,False,57.9,Namsos,small,25,48.9,Trondheim-Bodø,80,1.9,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
35817,4,67.18557,14.388433,Zone 4: Northern (66-69°N),Storevika,Occasional (3-5 years),Inner Fjord,False,12.8,Bodø,major,80,171.4,Bodø-Tromsø,75,3.9,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
35838,0,69.8227,18.51875,Zone 5: Arctic (69-71°N),Vengsøy,Sporadic (0-2 years),Mid-Fjord,False,31.1,Tromsø,major,85,114.2,Tromsø-Hammerfest,60,2.0,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
35877,1,64.971634,11.723933,Zone 3: Mid (63-66°N),Eiterfjorden,Sporadic (0-2 years),Mid-Fjord,False,53.7,Namsos,small,25,52.8,Trondheim-Bodø,80,1.8,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
35897,0,60.130184,6.126617,Zone 2: Western (60-63°N),Nye Hessvik,Sporadic (0-2 years),Mid-Fjord,False,54.7,Bergen,major,100,64.0,Stavanger-Bergen,100,1.7,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
35957,3,70.67102,24.487232,Zone 5: Arctic (69-71°N),Danielsvika,Occasional (3-5 years),Mid-Fjord,False,29.3,Hammerfest,medium,45,102.8,Hammerfest-Kirkenes,50,2.1,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
35977,1,66.55785,13.526233,Zone 4: Northern (66-69°N),Lian,Sporadic (0-2 years),Inner Fjord,False,38.5,Mo i Rana,small,30,144.1,Trondheim-Bodø,80,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
35997,3,69.953865,21.88035,Zone 5: Arctic (69-71°N),Kviteberg,Occasional (3-5 years),Mid-Fjord,False,54.7,Alta,small,30,29.8,Tromsø-Hammerfest,60,2.5,Moderate (50-100km),Near Lane (10-30km),Low Vessel Traffic
36017,2,65.88035,11.93045,Zone 3: Mid (63-66°N),Sørværet,Sporadic (0-2 years),Mid-Fjord,False,33.3,Sandnessjøen,small,25,63.0,Trondheim-Bodø,80,2.2,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
36037,6,66.1336,12.851983,Zone 4: Northern (66-69°N),Klipen,Recurrent (6-8 years),Inner Fjord,False,18.8,Sandnessjøen,small,25,89.8,Trondheim-Bodø,80,3.1,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
36077,3,68.93653,16.72465,Zone 4: Northern (66-69°N),Mollvika,Occasional (3-5 years),Inner Fjord,False,17.7,Harstad,medium,50,54.3,Bodø-Tromsø,75,3.6,Very Close to Port (<20km),Moderate (30-60km),Low Vessel Traffic
36099,5,70.91161,25.32495,Zone 5: Arctic (69-71°N),Store Kobbøy,Occasional (3-5 years),Mid-Fjord,False,26.5,Honningsvåg,small,20,97.5,Hammerfest-Kirkenes,50,2.3,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
36100,5,63.494934,8.02235,Zone 3: Mid (63-66°N),Suholmen,Occasional (3-5 years),Mid-Fjord,False,46.9,Kristiansund,medium,60,62.3,Ålesund-Trondheim,85,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
36117,1,67.528,15.359683,Zone 4: Northern (66-69°N),Matvika,Sporadic (0-2 years),Inner Fjord,False,48.4,Bodø,major,80,117.1,Bodø-Tromsø,75,1.4,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
36118,2,68.82377,15.400217,Zone 4: Northern (66-69°N),Bremnesøya,Sporadic (0-2 years),Inner Fjord,False,13.8,Sortland,small,25,67.3,Bodø-Tromsø,75,4.1,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
36137,5,68.85322,17.06575,Zone 4: Northern (66-69°N),Jekteberget,Occasional (3-5 years),Inner Fjord,False,23.6,Harstad,medium,50,47.4,Bodø-Tromsø,75,3.1,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
36138,3,64.27302,10.246233,Zone 3: Mid (63-66°N),Flatøyfjorden,Occasional (3-5 years),Mid-Fjord,False,65.6,Namsos,small,25,157.7,Trondheim-Bodø,80,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
36177,6,68.91143,16.645132,Zone 4: Northern (66-69°N),Skjellesvika,Recurrent (6-8 years),Inner Fjord,False,13.7,Harstad,medium,50,51.5,Bodø-Tromsø,75,4.4,Very Close to Port (<20km),Moderate (30-60km),Low Vessel Traffic
36178,0,70.046135,21.282034,Zone 5: Arctic (69-71°N),Haukøya Ø,Sporadic (0-2 years),Mid-Fjord,False,78.9,Alta,small,30,11.9,Tromsø-Hammerfest,60,4.5,Moderate (50-100km),Near Lane (10-30km),Low Vessel Traffic
36217,1,65.74827,12.540533,Zone 3: Mid (63-66°N),Kalvhylla,Sporadic (0-2 years),Mid-Fjord,False,28.2,Sandnessjøen,small,25,44.9,Trondheim-Bodø,80,2.8,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
36237,0,69.96655,20.615282,Zone 5: Arctic (69-71°N),Vorterøya,Sporadic (0-2 years),Mid-Fjord,False,74.5,Tromsø,major,85,34.7,Tromsø-Hammerfest,60,2.1,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
36257,2,70.10643,19.583866,Zone 5: Arctic (69-71°N),Mjønes,Sporadic (0-2 years),Mid-Fjord,False,60.8,Tromsø,major,85,67.2,Tromsø-Hammerfest,60,1.5,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
36297,5,61.38997,4.98405,Zone 2: Western (60-63°N),Kjeringeholmen,Occasional (3-5 years),Mid-Fjord,False,23.4,Florø,medium,45,41.4,Bergen-Ålesund,90,3.2,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
36317,1,65.54905,12.126417,Zone 3: Mid (63-66°N),Varholmen,Sporadic (0-2 years),Mid-Fjord,False,6.4,Brønnøysund,small,30,25.6,Trondheim-Bodø,80,8.6,Very Close to Port (<20km),Near Lane (10-30km),Medium Vessel Traffic
