Locality_Number,Outbreak_Years,Latitude,Longitude,Zone,Locality_Name,Recurrence_Level,Fjord_Position,Is_Persistent,Distance_to_Port_km,Nearest_Port,Port_Size,Port_Traffic,Distance_to_Lane_km,Nearest_Lane,Lane_Traffic,Vessel_Score,Port_Distance_Category,Lane_Distance_Category,Vessel_Traffic_Level
12392,4,63.605633,8.48855,Zone 3: Mid (63-66°N),Lille Torsøy,Occasional (3-5 years),Mid-Fjord,False,68.8,Kristiansund,medium,60,73.7,Ålesund-Trondheim,85,1.4,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12394,5,63.761868,8.445183,Zone 3: Mid (63-66°N),Ørnøya,Occasional (3-5 years),Mid-Fjord,False,82.6,Kristiansund,medium,60,90.8,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12406,1,63.66453,8.884083,Zone 3: Mid (63-66°N),Rauodden,Sporadic (0-2 years),Mid-Fjord,False,81.0,Trondheim,major,95,84.9,Ålesund-Trondheim,85,1.2,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12407,4,63.645,8.879483,Zone 3: Mid (63-66°N),Flesa,Occasional (3-5 years),Mid-Fjord,False,80.4,Trondheim,major,95,82.7,Ålesund-Trondheim,85,1.2,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12435,6,63.879684,8.543767,Zone 3: Mid (63-66°N),Grøttingsøy,Recurrent (6-8 years),Mid-Fjord,False,96.5,Kristiansund,medium,60,104.3,Ålesund-Trondheim,85,1.0,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12449,6,63.805035,8.4444,Zone 3: Mid (63-66°N),Tennøya,Recurrent (6-8 years),Mid-Fjord,False,86.9,Kristiansund,medium,60,95.6,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12466,7,63.3582,8.237267,Zone 3: Mid (63-66°N),Brettingen,Recurrent (6-8 years),Mid-Fjord,False,39.5,Kristiansund,medium,60,45.6,Ålesund-Trondheim,85,2.3,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
12476,2,63.476818,8.060967,Zone 3: Mid (63-66°N),Kråka Nø,Sporadic (0-2 years),Mid-Fjord,False,45.7,Kristiansund,medium,60,59.9,Ålesund-Trondheim,85,1.9,Close to Port (20-50km),Moderate (30-60km),Minimal Vessel Traffic
12483,4,63.457733,7.8561,Zone 3: Mid (63-66°N),Hjortholman,Occasional (3-5 years),Mid-Fjord,False,40.6,Kristiansund,medium,60,60.8,Ålesund-Trondheim,85,2.0,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12574,0,64.802666,10.9777,Zone 3: Mid (63-66°N),Edøya,Sporadic (0-2 years),Mid-Fjord,False,42.0,Namsos,small,25,90.6,Trondheim-Bodø,80,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
12590,3,64.83839,10.665517,Zone 3: Mid (63-66°N),Helligholmen,Occasional (3-5 years),Mid-Fjord,False,54.9,Namsos,small,25,99.5,Trondheim-Bodø,80,1.4,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12594,3,64.295364,10.397483,Zone 3: Mid (63-66°N),Breidvika,Occasional (3-5 years),Mid-Fjord,False,57.9,Namsos,small,25,151.2,Trondheim-Bodø,80,1.2,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12599,7,64.2858,10.30905,Zone 3: Mid (63-66°N),Indre Skjervøy,Recurrent (6-8 years),Mid-Fjord,False,62.2,Namsos,small,25,154.7,Trondheim-Bodø,80,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12624,4,64.56073,10.91895,Zone 3: Mid (63-66°N),Feøyvika,Occasional (3-5 years),Mid-Fjord,False,28.7,Namsos,small,25,112.4,Trondheim-Bodø,80,2.1,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12625,4,64.59268,10.908333,Zone 3: Mid (63-66°N),Bjørgan,Occasional (3-5 years),Mid-Fjord,False,30.2,Namsos,small,25,110.0,Trondheim-Bodø,80,2.1,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12633,3,64.5256,10.748133,Zone 3: Mid (63-66°N),Lyrnesset,Occasional (3-5 years),Mid-Fjord,False,36.2,Namsos,small,25,120.6,Trondheim-Bodø,80,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
12652,7,65.00383,11.041483,Zone 3: Mid (63-66°N),Kråkøya,Recurrent (6-8 years),Mid-Fjord,False,60.3,Namsos,small,25,74.4,Trondheim-Bodø,80,1.5,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12659,2,64.78657,11.727917,Zone 3: Mid (63-66°N),Digerneset,Sporadic (0-2 years),Mid-Fjord,False,33.8,Namsos,small,25,70.3,Trondheim-Bodø,80,2.1,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12660,3,64.79387,11.689533,Zone 3: Mid (63-66°N),Kipholmen,Occasional (3-5 years),Mid-Fjord,False,34.0,Namsos,small,25,70.4,Trondheim-Bodø,80,2.1,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12662,1,64.77713,11.639767,Zone 3: Mid (63-66°N),Ternskjæret II,Sporadic (0-2 years),Mid-Fjord,False,31.6,Namsos,small,25,73.2,Trondheim-Bodø,80,2.2,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12678,5,64.60697,11.355178,Zone 3: Mid (63-66°N),Vedøya,Occasional (3-5 years),Mid-Fjord,False,13.8,Namsos,small,25,96.4,Trondheim-Bodø,80,3.9,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
12695,1,64.90822,11.844233,Zone 3: Mid (63-66°N),Selvågen,Sporadic (0-2 years),Mid-Fjord,False,48.4,Namsos,small,25,55.7,Trondheim-Bodø,80,1.9,Close to Port (20-50km),Moderate (30-60km),Minimal Vessel Traffic
12705,2,65.122986,11.674517,Zone 3: Mid (63-66°N),Skrosen,Sporadic (0-2 years),Mid-Fjord,False,48.7,Brønnøysund,small,30,42.3,Trondheim-Bodø,80,2.2,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
12712,2,65.03989,11.4847,Zone 3: Mid (63-66°N),Slokkholmen Ø,Sporadic (0-2 years),Mid-Fjord,False,60.2,Namsos,small,25,55.1,Trondheim-Bodø,80,1.7,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
12714,4,64.9464,11.4623,Zone 3: Mid (63-66°N),Gjerdinga,Occasional (3-5 years),Mid-Fjord,False,49.8,Namsos,small,25,62.9,Trondheim-Bodø,80,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
12723,1,65.01716,11.724247,Zone 3: Mid (63-66°N),Gullholmen,Sporadic (0-2 years),Mid-Fjord,False,58.2,Brønnøysund,small,30,48.8,Trondheim-Bodø,80,1.8,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
12727,1,64.968025,11.665157,Zone 3: Mid (63-66°N),Kvitneset,Sporadic (0-2 years),Mid-Fjord,False,52.8,Namsos,small,25,54.8,Trondheim-Bodø,80,1.8,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
12730,0,64.94988,11.5733,Zone 3: Mid (63-66°N),Båfjorden,Sporadic (0-2 years),Mid-Fjord,False,50.3,Namsos,small,25,59.1,Trondheim-Bodø,80,1.8,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
12744,0,63.861828,9.856519,Zone 3: Mid (63-66°N),Leikvangbukta-Sjø,Sporadic (0-2 years),Mid-Fjord,False,58.1,Trondheim,major,95,128.0,Ålesund-Trondheim,85,1.2,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12784,5,63.56,9.41005,Zone 3: Mid (63-66°N),Ringholmen,Occasional (3-5 years),Mid-Fjord,False,52.5,Trondheim,major,95,87.9,Ålesund-Trondheim,85,1.5,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12789,3,63.569485,9.467983,Zone 3: Mid (63-66°N),Gunnarøya,Occasional (3-5 years),Mid-Fjord,False,50.1,Trondheim,major,95,90.6,Ålesund-Trondheim,85,1.5,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12794,9,63.8012,9.607983,Zone 3: Mid (63-66°N),Rundklumpen,Persistent (9-10 years),Mid-Fjord,True,59.5,Trondheim,major,95,115.2,Ålesund-Trondheim,85,1.3,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12832,2,58.1425,8.267517,Zone 1: Southern (58-60°N),Risholmen,Sporadic (0-2 years),Coastal/Outer,False,16.5,Kristiansand,major,90,92.1,Kristiansand-Stavanger,95,3.4,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
12839,5,62.28505,7.279633,Zone 2: Western (60-63°N),Vindsnes,Occasional (3-5 years),Mid-Fjord,False,46.4,Molde,medium,55,90.8,Ålesund-Trondheim,85,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
12844,2,62.67393,7.31415,Zone 2: Western (60-63°N),Seterneset,Sporadic (0-2 years),Mid-Fjord,False,6.5,Molde,medium,55,58.9,Ålesund-Trondheim,85,7.5,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
12855,4,62.960384,7.45015,Zone 2: Western (60-63°N),Kornstad,Occasional (3-5 years),Mid-Fjord,False,20.1,Kristiansund,medium,60,43.1,Ålesund-Trondheim,85,3.5,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
12870,4,63.035984,7.678117,Zone 3: Mid (63-66°N),Leite,Occasional (3-5 years),Mid-Fjord,False,7.2,Kristiansund,medium,60,32.9,Ålesund-Trondheim,85,7.6,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
12871,3,63.093033,7.675883,Zone 3: Mid (63-66°N),Hogsnes,Occasional (3-5 years),Mid-Fjord,False,1.4,Kristiansund,medium,60,35.4,Ålesund-Trondheim,85,22.2,Very Close to Port (<20km),Moderate (30-60km),High Vessel Traffic
12872,4,63.055332,7.695317,Zone 3: Mid (63-66°N),Kattholmen,Occasional (3-5 years),Mid-Fjord,False,5.0,Kristiansund,medium,60,32.8,Ålesund-Trondheim,85,9.8,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
12879,4,63.03018,7.71615,Zone 3: Mid (63-66°N),Endresetbukta,Occasional (3-5 years),Mid-Fjord,False,7.8,Kristiansund,medium,60,30.9,Ålesund-Trondheim,85,7.2,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
12884,9,62.7369,7.8775,Zone 2: Western (60-63°N),Sandnesbukta,Persistent (9-10 years),Mid-Fjord,True,34.9,Molde,medium,55,32.1,Ålesund-Trondheim,85,2.9,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
12885,1,63.075783,7.906067,Zone 3: Mid (63-66°N),Vikageilen,Sporadic (0-2 years),Mid-Fjord,False,10.8,Kristiansund,medium,60,24.4,Ålesund-Trondheim,85,6.2,Very Close to Port (<20km),Near Lane (10-30km),Medium Vessel Traffic
12890,2,62.9563,8.049217,Zone 2: Western (60-63°N),Høybuvika,Sporadic (0-2 years),Coastal/Outer,False,23.9,Kristiansund,medium,60,12.7,Ålesund-Trondheim,85,5.7,Close to Port (20-50km),Near Lane (10-30km),Medium Vessel Traffic
12892,2,62.9066,8.11095,Zone 2: Western (60-63°N),Sjølsvik,Sporadic (0-2 years),Coastal/Outer,False,30.0,Kristiansund,medium,60,10.8,Ålesund-Trondheim,85,5.9,Close to Port (20-50km),Near Lane (10-30km),Medium Vessel Traffic
12895,2,63.077686,8.143622,Zone 3: Mid (63-66°N),Halsbukta,Sporadic (0-2 years),Mid-Fjord,False,22.5,Kristiansund,medium,60,16.3,Ålesund-Trondheim,85,5.0,Close to Port (20-50km),Near Lane (10-30km),Medium Vessel Traffic
12896,2,62.883934,8.149917,Zone 2: Western (60-63°N),Hegerbergtrøa,Sporadic (0-2 years),Coastal/Outer,False,33.2,Kristiansund,medium,60,10.6,Ålesund-Trondheim,85,5.8,Close to Port (20-50km),Near Lane (10-30km),Medium Vessel Traffic
12897,9,62.863365,8.157583,Zone 2: Western (60-63°N),Honnhammarvika,Persistent (9-10 years),Coastal/Outer,True,35.1,Kristiansund,medium,60,12.1,Ålesund-Trondheim,85,5.2,Close to Port (20-50km),Near Lane (10-30km),Medium Vessel Traffic
12904,6,62.7838,8.27825,Zone 2: Western (60-63°N),Merraberget,Recurrent (6-8 years),Coastal/Outer,False,45.9,Kristiansund,medium,60,18.6,Ålesund-Trondheim,85,3.6,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
12966,5,59.4752,5.978667,Zone 1: Southern (58-60°N),Lindvik,Occasional (3-5 years),Mid-Fjord,False,39.4,Haugesund,medium,65,33.3,Stavanger-Bergen,100,2.7,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
12973,3,60.31815,6.183183,Zone 2: Western (60-63°N),Saltkjelen I,Occasional (3-5 years),Mid-Fjord,False,49.6,Bergen,major,100,83.6,Stavanger-Bergen,100,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
12978,3,61.01525,5.004667,Zone 2: Western (60-63°N),Lyngholmen,Occasional (3-5 years),Mid-Fjord,False,65.2,Florø,medium,45,62.8,Bergen-Ålesund,90,1.5,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12980,9,61.175716,5.0051,Zone 2: Western (60-63°N),Klubben,Persistent (9-10 years),Mid-Fjord,True,47.3,Florø,medium,45,50.3,Bergen-Ålesund,90,2.0,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
12982,4,61.31025,4.76905,Zone 2: Western (60-63°N),Aldeøyna,Occasional (3-5 years),Mid-Fjord,False,34.6,Florø,medium,45,54.7,Bergen-Ålesund,90,2.3,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
12988,5,62.783417,6.92605,Zone 2: Western (60-63°N),Aukrasanden,Occasional (3-5 years),Mid-Fjord,False,16.8,Molde,medium,55,72.4,Ålesund-Trondheim,85,3.5,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
12993,7,63.732586,8.856378,Zone 3: Mid (63-66°N),Lamøya,Recurrent (6-8 years),Mid-Fjord,False,85.2,Trondheim,major,95,91.6,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
13000,3,65.52425,12.546567,Zone 3: Mid (63-66°N),Slåttvika,Occasional (3-5 years),Mid-Fjord,False,16.3,Brønnøysund,small,30,20.6,Trondheim-Bodø,80,5.2,Very Close to Port (<20km),Near Lane (10-30km),Medium Vessel Traffic
13006,3,67.14678,14.016533,Zone 4: Northern (66-69°N),Hestholmen N,Occasional (3-5 years),Inner Fjord,False,23.8,Bodø,major,80,184.2,Bodø-Tromsø,75,2.3,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
13020,4,60.358067,5.683283,Zone 2: Western (60-63°N),Nygård,Occasional (3-5 years),Mid-Fjord,False,21.7,Bergen,major,100,79.5,Stavanger-Bergen,100,2.8,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
13021,5,62.98325,7.328083,Zone 2: Western (60-63°N),Gaustad,Occasional (3-5 years),Mid-Fjord,False,22.9,Kristiansund,medium,60,49.4,Ålesund-Trondheim,85,3.1,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
13032,6,59.609932,5.133867,Zone 1: Southern (58-60°N),Sølvøyane,Recurrent (6-8 years),Mid-Fjord,False,25.2,Haugesund,medium,65,21.1,Stavanger-Bergen,100,4.2,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
13035,9,60.089085,5.267967,Zone 2: Western (60-63°N),Sauaneset I,Persistent (9-10 years),Mid-Fjord,True,34.7,Bergen,major,100,50.6,Stavanger-Bergen,100,2.4,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
13036,6,60.071518,5.306383,Zone 2: Western (60-63°N),Gjengane,Recurrent (6-8 years),Mid-Fjord,False,36.6,Bergen,major,100,48.2,Stavanger-Bergen,100,2.3,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
13047,1,68.227684,14.805217,Zone 4: Northern (66-69°N),Våtvika,Sporadic (0-2 years),Inner Fjord,False,9.0,Svolvær,medium,45,81.9,Bodø-Tromsø,75,5.6,Very Close to Port (<20km),Far from Lane (>60km),Medium Vessel Traffic
13055,7,59.2983,5.713333,Zone 1: Southern (58-60°N),Langøyna Ø,Recurrent (6-8 years),Mid-Fjord,False,26.1,Haugesund,medium,65,41.0,Stavanger-Bergen,100,3.0,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
13057,2,60.17935,5.959917,Zone 2: Western (60-63°N),Teigland I,Sporadic (0-2 years),Mid-Fjord,False,44.0,Bergen,major,100,64.3,Stavanger-Bergen,100,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
13058,2,60.207634,5.613817,Zone 2: Western (60-63°N),Fusavika,Sporadic (0-2 years),Mid-Fjord,False,27.6,Bergen,major,100,62.5,Stavanger-Bergen,100,2.5,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
13084,0,63.892384,9.98315,Zone 3: Mid (63-66°N),Kjørem,Sporadic (0-2 years),Mid-Fjord,False,58.6,Trondheim,major,95,134.5,Ålesund-Trondheim,85,1.2,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
13119,1,70.23785,23.4112,Zone 5: Arctic (69-71°N),Hesten,Sporadic (0-2 years),Mid-Fjord,False,37.9,Alta,small,30,78.6,Tromsø-Hammerfest,60,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
13124,1,66.54477,13.4184,Zone 4: Northern (66-69°N),Storstrompan,Sporadic (0-2 years),Inner Fjord,False,40.9,Mo i Rana,small,30,141.0,Trondheim-Bodø,80,1.5,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
13125,5,66.80855,13.242333,Zone 4: Northern (66-69°N),Storvika,Occasional (3-5 years),Inner Fjord,False,68.3,Mo i Rana,small,30,167.0,Trondheim-Bodø,80,1.0,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
13139,4,67.76622,15.580983,Zone 4: Northern (66-69°N),Martnesvika,Occasional (3-5 years),Inner Fjord,False,63.5,Svolvær,medium,45,89.4,Bodø-Tromsø,75,1.3,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
13143,0,70.81695,27.563717,Zone 5: Arctic (69-71°N),Bondejorda,Sporadic (0-2 years),Mid-Fjord,False,60.6,Honningsvåg,small,20,73.8,Hammerfest-Kirkenes,50,1.5,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
13196,3,60.3046,4.96645,Zone 2: Western (60-63°N),Syltøy,Occasional (3-5 years),Mid-Fjord,False,21.3,Bergen,major,100,78.8,Stavanger-Bergen,100,2.9,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
13205,6,61.068382,4.713817,Zone 2: Western (60-63°N),Brattholmen,Recurrent (6-8 years),Mid-Fjord,False,61.2,Florø,medium,45,70.0,Bergen-Ålesund,90,1.5,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
13209,2,60.60407,5.076983,Zone 2: Western (60-63°N),Bognøy,Sporadic (0-2 years),Mid-Fjord,False,25.8,Bergen,major,100,101.0,Bergen-Ålesund,90,2.4,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
13220,2,58.974716,5.93595,Zone 1: Southern (58-60°N),Kalhag,Sporadic (0-2 years),Mid-Fjord,False,15.9,Stavanger,major,95,74.8,Kristiansand-Stavanger,95,3.6,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
13221,5,59.183483,5.94915,Zone 1: Southern (58-60°N),Nautvik,Occasional (3-5 years),Mid-Fjord,False,34.7,Stavanger,major,95,57.9,Stavanger-Bergen,100,2.2,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
13222,6,59.21137,5.9532,Zone 1: Southern (58-60°N),Kunes,Recurrent (6-8 years),Mid-Fjord,False,37.6,Stavanger,major,95,55.2,Stavanger-Bergen,100,2.2,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
13225,1,59.31335,6.2672,Zone 1: Southern (58-60°N),Kilaneset,Sporadic (0-2 years),Mid-Fjord,False,55.9,Haugesund,medium,65,57.4,Stavanger-Bergen,100,1.7,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
13226,3,59.299816,6.322467,Zone 1: Southern (58-60°N),Vindsvik,Occasional (3-5 years),Mid-Fjord,False,57.1,Stavanger,major,95,60.8,Stavanger-Bergen,100,1.7,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
13227,4,60.247116,5.63475,Zone 2: Western (60-63°N),Altaneset,Occasional (3-5 years),Mid-Fjord,False,25.1,Bergen,major,100,67.0,Stavanger-Bergen,100,2.7,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
13229,4,60.230865,5.6733,Zone 2: Western (60-63°N),Djupedalen,Occasional (3-5 years),Mid-Fjord,False,27.9,Bergen,major,100,65.4,Stavanger-Bergen,100,2.5,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
13231,1,59.77755,5.8298,Zone 1: Southern (58-60°N),Høylandssund,Sporadic (0-2 years),Mid-Fjord,False,51.6,Haugesund,medium,65,23.4,Stavanger-Bergen,100,3.0,Moderate (50-100km),Near Lane (10-30km),Low Vessel Traffic
13234,3,60.19877,6.09685,Zone 2: Western (60-63°N),Kysnes,Occasional (3-5 years),Mid-Fjord,False,49.4,Bergen,major,100,69.7,Stavanger-Bergen,100,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
13235,1,60.127934,6.149933,Zone 2: Western (60-63°N),Hessvik,Sporadic (0-2 years),Mid-Fjord,False,56.0,Bergen,major,100,64.5,Stavanger-Bergen,100,1.6,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
13236,7,61.067883,5.563833,Zone 2: Western (60-63°N),Indre Oppedal,Recurrent (6-8 years),Mid-Fjord,False,66.5,Florø,medium,45,43.7,Bergen-Ålesund,90,1.9,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
13241,4,61.909832,5.464267,Zone 2: Western (60-63°N),Endal Vest,Occasional (3-5 years),Mid-Fjord,False,19.2,Måløy,medium,40,53.4,Bergen-Ålesund,90,3.4,Very Close to Port (<20km),Moderate (30-60km),Low Vessel Traffic
13242,7,61.895683,5.6331,Zone 2: Western (60-63°N),Juvika B,Recurrent (6-8 years),Mid-Fjord,False,28.0,Måløy,medium,40,50.1,Bergen-Ålesund,90,2.7,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
13243,3,62.195667,5.904417,Zone 2: Western (60-63°N),Sandvika,Occasional (3-5 years),Mid-Fjord,False,37.2,Ålesund,major,85,83.5,Bergen-Ålesund,90,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
13246,3,62.2097,5.7849,Zone 2: Western (60-63°N),Voldnes,Occasional (3-5 years),Mid-Fjord,False,38.8,Ålesund,major,85,84.7,Bergen-Ålesund,90,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
13249,3,62.33795,6.38165,Zone 2: Western (60-63°N),Sagelva,Occasional (3-5 years),Mid-Fjord,False,20.4,Ålesund,major,85,104.4,Bergen-Ålesund,90,2.8,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
13254,5,63.0603,7.594283,Zone 3: Mid (63-66°N),Aukan,Occasional (3-5 years),Mid-Fjord,False,6.9,Kristiansund,medium,60,37.8,Ålesund-Trondheim,85,7.6,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
13271,2,64.43353,10.678883,Zone 3: Mid (63-66°N),Almurden,Sporadic (0-2 years),Mid-Fjord,False,40.2,Namsos,small,25,130.7,Trondheim-Bodø,80,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
13284,9,66.11311,12.487683,Zone 4: Northern (66-69°N),Bollhaugen,Persistent (9-10 years),Inner Fjord,True,13.6,Sandnessjøen,small,25,85.2,Trondheim-Bodø,80,4.0,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
13290,5,67.06885,14.076133,Zone 4: Northern (66-69°N),Stigvika,Occasional (3-5 years),Inner Fjord,False,29.3,Bodø,major,80,189.8,Bodø-Tromsø,75,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
13291,5,68.00382,13.182267,Zone 4: Northern (66-69°N),Soløya,Occasional (3-5 years),Inner Fjord,False,63.0,Svolvær,medium,45,153.9,Bodø-Tromsø,75,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
13293,5,68.30537,14.949933,Zone 4: Northern (66-69°N),Molgavlen,Occasional (3-5 years),Inner Fjord,False,18.6,Svolvær,medium,45,73.8,Bodø-Tromsø,75,3.2,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
13296,2,68.582535,14.941883,Zone 4: Northern (66-69°N),Sandnes Ø,Sporadic (0-2 years),Inner Fjord,False,3.1,Stokmarknes,small,30,73.4,Bodø-Tromsø,75,12.9,Very Close to Port (<20km),Far from Lane (>60km),High Vessel Traffic
13297,1,67.448814,15.487967,Zone 4: Northern (66-69°N),Kines,Sporadic (0-2 years),Inner Fjord,False,49.6,Bodø,major,80,122.7,Bodø-Tromsø,75,1.4,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
